"Consent","Gender","Age","StudStaff","AcadAdmin","UGPG","Year","College","Income","Health","ExpPill","ExpCream","ExpInj","ExpAcu","ExpHom","ExpRei","Pill1","Pill2","Pill3","Pill4","Pill5","Pill6","Cream1","Cream2","Cream3","Cream4","Cream5","Cream6","Inj1","Inj2","Inj3","Inj4","Inj5","Inj6","Acu1","Acu2","Acu3","Acu4","Acu5","Acu6","Hom1","Hom2","Hom3","Hom4","Hom5","Hom6","Rei1","Rei2","Rei3","Rei4","Rei5","Rei6","BAM1","BAM2","BAM3","BAM4","BAM5","BAM6","BAM7","BAM8","BAM9","BAM10","BAM11","BAM12","BAM13","BAM14","BAM15","BAM16","BAM17","BAM18"
1,"Male","34","Student",,"Undergraduate",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","20","Student",,"Undergraduate",2,"Medicine and Health",1,4,2,1,2,1,1,1,4,4,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,5,4,3,1,5,2,2,4,1,3,5,1,4,3,5,2,4,4
1,"Male","24","Student",,"Undergraduate",5,"Medicine and Health",1,4,4,2,1,1,1,1,4,4,3,4,4,3,4,4,3,4,4,3,5,5,4,5,5,5,3,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,4,2,2,3,5,2,2,4,2,5,4,1,4,4,5,3,4,3
1,"Female","20","Student",,"Undergraduate",3,"Arts",1,4,4,3,2,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,3,4,2,2,2,3,2,4,4,4,4,3,3,3,3,3,4,5,3,4,4,3,4,3,4,2,2,4,4,4,2,2,3,3
1,"Female","22","Student",,"Undergraduate",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","22","Student",,"Postgraduate",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","21","Student",,"Undergraduate",3,"Arts",1,3,5,2,1,3,3,5,5,4,5,4,4,5,4,4,4,2,2,,4,4,2,3,3,3,5,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,4,1,3,3,4,3,3,3,4,4,5,4,5,4,3,2,5,3
1,"Female","23","Student",,"Undergraduate",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","21","Student",,"Undergraduate",3,"Arts",1,3,3,2,1,1,1,1,4,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,4,2,2,3,3,2,3,2,2,3,3,3,3,3,3,1,3,3
1,"Female","20","Student",,"Undergraduate",2,"Arts",1,5,2,1,1,1,1,1,2,4,1,2,2,1,1,1,1,1,2,2,4,4,2,4,3,3,2,4,4,3,2,4,,,,,,,,,,,,,5,3,5,5,3,3,4,1,5,5,4,1,4,5,3,4,5,4
1,"Male","22","Student",,"Postgraduate",1,"Science",1,5,3,2,2,2,2,2,5,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,3,2,2,2,2,2,,,,,,,1,1,1,1,1,1,5,4,1,3,2,2,2,1,4,2,2,2,2,2,3,2,2,4
1,"Female","21","Student",,"Undergraduate",3,"Arts",1,5,4,3,1,1,1,1,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,3,5,2,4,4,4,2,5,5,2,2,5,2
1,"Male","22","Student",,"Postgraduate",2,"Arts",1,4,2,2,1,1,1,1,4,4,4,4,4,4,3,2,2,2,2,2,4,4,5,5,5,4,2,2,1,2,1,1,2,1,1,1,1,1,3,3,3,3,3,3,5,4,2,2,3,2,3,1,4,4,4,4,4,2,3,2,3,4
1,"Male","30","Student",,"Undergraduate",3,"Science",1,4,2,1,1,1,1,1,5,5,3,5,5,5,5,5,3,4,4,4,5,5,2,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,4,3,4,2,3,5,4,4,5,5,4,5,1,1,1,5,2
1,"Female","21","Student",,"Undergraduate",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","25","Student",,"Postgraduate",2,"Medicine and Health",1,3,4,3,4,1,2,1,5,4,5,4,4,4,4,3,4,3,3,3,5,5,3,5,5,5,3,4,4,4,3,4,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,2,4,2,2,1,1,2,3,1,4,4,3,1,4,4
1,"Male","22","Student",,"Postgraduate",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","22","Student",,"Undergraduate",4,"Business and Law",1,3,3,2,1,1,2,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,5,2,4,5,2,3,3,3,4,4,3,4,5,5,1,2,5,2
1,"Male","20","Student",,"Undergraduate",2,"Business and Law",1,3,1,1,1,1,1,1,4,4,2,4,4,4,2,2,1,2,2,2,2,4,1,4,2,2,5,5,4,5,5,5,2,2,1,1,1,1,2,1,1,1,1,1,4,3,2,4,4,1,2,2,2,4,5,2,2,4,4,2,4,4
1,"Male","21","Student",,"Undergraduate",1,"Arts",1,5,2,1,1,1,1,1,4,4,3,4,3,3,2,3,3,3,3,3,4,4,3,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,5,3,3,4,4,2,2,2,1,3,3,3,4,3,3,2,3,4
1,"Male","23","Student",,"Postgraduate",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","19","Student",,"Undergraduate",2,"Business and Law",1,4,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,4,4,2,3,4,2,3,3,4,3,2,1,2,5,5,1,3,4
1,"Male","20","Student",,"Undergraduate",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","23","Student",,"Undergraduate",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","24","Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","21","Student",,"Postgraduate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","21","Student",,"Undergraduate",3,"Business and Law",1,4,4,1,2,3,1,1,5,4,4,3,4,4,3,3,3,3,3,3,5,5,4,5,4,,3,4,5,3,4,4,1,1,1,1,1,1,2,2,1,1,1,1,5,5,4,3,3,3,3,3,3,3,4,4,2,5,1,3,4,3
1,"Female","37","Staff","Academic",,,"Medicine and Health",4,5,3,2,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,5,3,1,1,5,2,3,4,1,1,1,1,4,3,1,1,1,5
1,"Female",,"Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","45","Staff","Academic",,,"Medicine and Health",5,4,4,2,1,1,1,1,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,3,1,2,1,3,1,3,3,2,3,1,1,3,4
1,"Female","23","Student",,"Postgraduate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","25","Staff","Admin",,,"Central Admin",2,4,3,2,1,1,3,1,5,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,5,1,2,5,5,2,2,1,4,4,2,3,5,5,4,2,4,3
1,"Female","35","Staff","Academic",,,"Business and Law",3,4,2,1,1,3,2,1,3,4,3,4,4,4,2,2,2,3,3,2,1,4,1,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,1,1,1,1,1,1,4,3,4,4,3,3,4,2,4,2,2,4,5,5,4,1,3,3
1,"Female","46","Staff","Academic",,,"Medicine and Health",5,5,2,2,1,1,1,1,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,2,2,1,1,1,1,3,1,2,1,2,1,5
1,"Female","35","Staff","Academic",,,"Arts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","50","Staff","Admin",,,"Science",2,4,1,1,1,1,1,1,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,2,3,2,3,3,3,4,2,4,3,4,4,5,5,3,1,5,1
1,"Female","33","Staff","Academic",,,"Business and Law",4,4,3,1,1,1,1,1,4,4,4,2,4,2,2,4,2,2,2,2,5,5,4,2,2,2,2,2,2,4,4,4,1,2,1,2,2,2,1,2,1,2,2,2,5,4,2,2,4,2,2,2,4,2,5,4,4,4,2,2,4,2
1,"Female","44","Student",,"Postgraduate",3,"Arts",1,4,2,2,2,1,1,1,2,2,2,2,2,2,3,3,2,3,2,2,1,2,1,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,3,3,4,4,2,4,4,2,3,3,2,3,5,5,1,1,5,2
1,"Female","44","Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","43","Staff","Academic",,,"Science",2,4,2,2,2,1,1,1,4,5,3,5,5,5,4,5,3,5,5,5,4,5,3,5,5,5,4,5,,4,4,4,4,5,3,4,4,4,4,,3,4,4,4,5,4,2,2,3,2,2,2,2,2,4,2,3,4,2,2,4,4
1,"Female","41","Staff","Admin",,,"Central Admin",2,4,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,2,2,2,4,2,1,2,2,2,2,2,2,2
1,"Female","30","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","25","Staff","Academic",,,"Arts",1,2,5,2,1,1,1,1,5,4,3,4,4,4,4,3,2,3,3,3,5,4,2,4,4,4,3,3,3,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,4,2,2,3,4,2,3,2,2,4,5,3,2,4,3,4,3,4
1,"Female","43","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","29","Staff","Academic",,,"Medicine and Health",3,3,3,1,1,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,1,5,1,4,1,1,1,1,1,1,1,1,2,5,5
1,"Female","37","Staff","Admin",,,"Medicine and Health",3,4,2,1,1,1,1,1,5,4,4,4,4,4,4,2,3,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2,4,2,3,2,2,2,4,2,2,2,2,2,4,2,2,1,2,2,4,4,3,2,,2
1,"Female","47","Staff","Admin",,,"Medicine and Health",1,3,3,3,1,1,1,1,4,1,3,4,1,4,4,4,3,4,2,1,5,5,3,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,3,3,5,2,2,3,2,2,3,2,4,4,4,3,2,2,4
1,"Male","24","Staff","Academic",,,"Science",1,3,3,1,1,1,1,1,5,4,4,4,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
1,"Female","58","Staff","Admin",,,"Central Admin",3,4,3,3,,,,,5,4,3,4,4,4,3,3,2,3,3,3,5,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,3,4,2,3,2,3,3,3,2,2,3,3,3,3,1,4,2,4
1,"Female","35","Staff","Academic",,,"Science",3,5,2,2,1,1,1,1,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,3,3,3,4,3,4,4,2,3,2,2,3,3
1,"Female","46","Staff","Academic",,,"Medicine and Health",2,4,2,2,1,1,1,1,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,3,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,5,2,3,3,2,2,1,4,2,4,4,3,4,1,4,4,4
,"Female","48","Staff","Admin",,,"Business and Law",1,5,2,1,1,3,1,1,4,4,2,4,2,2,3,1,1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,2,4,4,3,4,4,2,3,3,3,3,3,3,4,3,2,4,3,2,4,2,2,4,4,4,4,4,3,2,4,3
1,"Female","54","Staff","Admin",,,"Central Admin",2,5,2,,,,,,,,,,,,5,4,2,5,5,5,5,4,2,5,5,5,4,4,2,4,4,4,2,2,3,4,4,4,3,1,1,3,3,3,3,2,2,3,4,2,2,2,2,3,2,4,3,,2,2,3,4
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","60","Staff","Admin",,,"Medicine and Health",2,4,4,3,1,2,2,4,2,1,4,1,4,4,4,4,2,2,4,2,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,5,2,4,4,4,2,2,4,4,4,5,3,2,5,2
1,"Female","49","Staff","Academic",,,"Medicine and Health",3,4,3,1,1,1,1,1,5,4,4,4,4,4,2,2,2,2,2,2,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,4,4,2,3,,4,4,4,2,3,3,4,4,3,2,2,4,4
1,"Female","30","Staff","Academic",,,"Arts",3,3,4,3,3,1,1,1,5,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,4,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,1,3,1,2,4,1,2,4,1,2,3,4,3,2,1,2,2,2,4
1,"Female","65","Staff","Admin",,,"Central Admin",4,4,2,1,1,1,1,1,1,4,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","55","Staff","Academic",,,"Business and Law",4,3,2,1,2,1,1,1,5,5,3,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,3,3,3,3,3,3,1,1,1,1,1,1,1,,,1,,1,5,5,2,3,4,1,3,1,1,1,1,1,1,2,3,1,4,5
1,"Male","65","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","35","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","32","Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","50","Staff","Admin",,,"Central Admin",2,4,2,2,2,1,1,1,2,4,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,3,4,2,2,2,2,3,4,4,4,4,4,2,4,3
1,"Female",40,"Staff","Academic",,,"Medicine and Health",3,4,2,,,4,,,4,4,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,5,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,4,3,5,5,5,5,1,4,5,4,4,1,5,1
1,"Female","44","Staff","Academic",,,"Medicine and Health",3,5,2,1,1,1,1,1,5,4,4,4,5,4,4,3,3,3,3,3,4,4,3,4,5,4,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,4,1,4,1,3,3,4,5,4,4,1,2,3,5
1,"Female","41","Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","37","Staff","Admin",,,"Central Admin",3,4,3,1,1,1,1,1,5,5,2,4,5,4,4,4,2,4,4,3,4,4,1,4,4,4,4,3,1,3,4,3,1,1,1,1,1,1,1,1,1,2,1,1,5,1,2,3,1,2,1,1,2,2,2,2,3,3,3,2,3,2
1,"Female","56","Staff","Admin",,,"Central Admin",2,5,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,4,1,4,1,1,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,4,3,4,4,4,4,4,4,4,2,4,3
1,"Female","45","Staff","Academic",,,"Arts",3,3,2,2,2,3,3,1,4,2,2,1,1,1,4,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","57","Staff",,,,"Medicine and Health",3,4,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,4,2,4,,2,4,4,4,2,2,4,2
1,"Female","45","Staff","Admin",,,"Arts",2,4,3,1,1,1,3,,5,5,3,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,1,2,3,3,3,3,5,3,3,2,5,2,3,3,3,2,2,2,2,2,4,1,2,3
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","41","Staff","Admin",,,"Central Admin",2,4,3,1,1,1,1,1,4,4,4,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,2,4,1,1,3,3,3,3,3,3,3,3,3
1,"Male","43","Staff","Academic",,,"Arts",3,4,2,1,1,,1,1,5,3,3,3,,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,5,3,2,1,3,1,2,3,1,1,3,3,3,3,3,1,4,5
,"Female",,"Staff","Academic",,,"Arts",2,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","30","Staff","Academic",,,"Medicine and Health",2,5,2,1,1,1,1,1,5,4,5,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,5,1,1,2,1,1,1,1,1,4,4,1,4,3,1,2,4
1,"Female","32","Staff","Admin",,,"Central Admin",2,4,3,1,1,2,1,1,4,4,3,3,2,2,2,1,1,1,1,1,3,4,2,4,4,4,4,5,5,4,4,4,2,2,1,2,1,1,1,1,1,2,1,1,4,3,2,3,4,2,4,2,2,4,4,3,4,5,2,1,4,4
1,"Female","27","Staff","Academic",,,"Business and Law",3,5,2,1,3,1,1,1,4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,3,3,3,3,4,3,3,3,3,4,4,3,3,2,4,2
1,"Female","64","Staff","Academic",,,"Medicine and Health",4,5,1,1,1,1,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,3,,2,1,1,5,2,4,,2,3,
1,"Female","46","Staff","Admin",,,"Arts",3,4,4,2,1,5,2,1,4,4,4,4,5,4,4,4,4,4,5,4,4,5,3,5,5,5,4,4,4,5,5,5,3,2,1,3,3,3,4,2,2,3,3,3,5,4,2,1,3,3,1,3,4,5,5,3,5,5,1,2,5,2
1,"Male","37","Staff","Academic",,,"Medicine and Health",,4,1,1,1,1,1,1,4,4,3,4,4,,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,5,2,1,2,1,3,3,4,5,5,1,1,4,2
1,"Female","50","Staff","Admin",,,"Arts",2,4,3,1,1,4,1,2,2,2,2,4,2,2,2,3,3,2,3,2,3,3,3,3,3,3,5,4,5,4,4,4,4,4,3,3,4,4,3,3,3,3,2,2,3,3,4,2,2,3,3,4,3,4,3,4,5,5,2,2,5,1
1,"Male","26","Student",,"Postgraduate",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Male","47","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","32","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","29","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female",,"Staff","Academic",,,"Science",4,3,3,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,4,2,4,2,3,2,2,4,3,4,2,2,3,4
1,"Female","56","Staff","Admin",,,"Central Admin",2,4,3,2,3,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,3,2,2,2,1,3,3,4,4,4,1,2,4,3
1,"Female","50","Staff","Admin",,,"Arts",1,5,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3
1,"Female","29","Staff","Admin",,,"Central Admin",2,4,3,1,1,1,1,1,2,4,3,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,4,2,3,3,4,3,4,1,2,1,2,3,4,4,2,2,4,2
1,"Female","39","Staff","Academic",,,"Business and Law",3,5,4,2,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,4,2,2,2,2,2,3,2,2,3,2,2,3,2
1,"Female","47","Staff","Admin",,,"Central Admin",2,3,2,1,1,1,1,1,5,5,4,5,5,5,4,4,4,4,4,4,4,5,2,5,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,4,4,3,5,2,2,2,3,4,4,4,5,2,3,3
1,"Female","35","Staff","Admin",,,"Medicine and Health",3,5,5,4,5,,2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,4,3,2,1,2,2,4,2,2,3,4,4,4,4,2,2,4,1
1,"Female",,"Staff","Admin",,,"Science",2,4,3,2,1,2,1,1,4,5,5,5,4,4,4,3,3,3,3,3,5,5,4,5,5,5,4,3,2,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,4,4,2,2,4,2,4,2,3,,2,2,4,4,2,2,3,3
1,"Male","38","Staff","Academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","40","Staff","Admin",,,"Science",2,5,3,1,1,1,1,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,1,3,3,1,1,1,1,1,1,1,1,5,4,2,1,5,1,1,1,2,1,1,5,2,2,3,2,3,4
1,"Male","46","Staff","Admin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","42","Staff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Female","34","Staff","Admin",,,"Central Admin",2,5,2,1,1,1,1,1,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,2,1,2,2,2,3,4,4,5,2,4,4
1,"Female","43","Staff","Academic",,,"Business and Law",2,5,3,2,1,1,1,1,4,4,4,4,3,3,4,4,4,3,3,,3,3,3,3,3,,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,3,3,3,4,4,4,3,2,4,3
1,"Female","49","Staff","Admin",,,"Medicine and Health",2,4,1,1,1,1,1,1,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,,4,4,4,4,4,4,1,1,1,1,1,1,5,5,3,4,4,1,4,1,1,4,3,4,4,2,2,2,3,3
1,"Female","61","Staff","Admin",,,"Business and Law",2,4,3,1,1,2,1,1,2,4,2,2,2,2,3,3,3,3,3,3,1,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,2,4,2,4,2,2,3,3,4,3,3,2,3,3,2
1,"Female","41","Staff","Admin",,,"Science",2,3,4,1,2,1,1,1,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,3,3,3,3,3,1,1,1,1,,1,1,1,1,1,1,1,4,3,2,4,3,2,2,2,3,2,3,4,4,4,2,2,4,4
2,"Female","45","Staff","Admin",,,"Business and Law",2,3,4,1,4,2,1,1,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,4,3,2,3,4,3,4,3,2,3,3,3,4,4,4,2,4,3
1,"Female","40","Staff","Academic",,,"Arts",1,5,2,2,2,1,1,1,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,4,2,2,2,2,3,3,4,3,4,2,1,4,4
